TargetName	HUGOSymbol	TargetGroup	AnalyteType	Codeclass	Pooling	CorrelationToNegatives	GlobalOutliers
ECHDC2	ECHDC2	All Probes;lipid oxidation;fatty acid catabolic process	RNA	Endogenous	01	0.96557969718123	0
ECHDC3	ECHDC3	All Probes	RNA	Endogenous	01	0.970480941474165	0
ECHS1	ECHS1	All Probes;lipid oxidation;fatty acid catabolic process	RNA	Endogenous	01	0.98703786024583	0
ECI1	ECI1	All Probes;lipid oxidation;fatty acid catabolic process	RNA	Endogenous	01	0.977303813650366	0
ECI2	ECI2	All Probes;peroxisome organization;lipid oxidation;fatty acid catabolic process	RNA	Endogenous	01	0.987200465523501	0
ECM1	ECM1	All Probes;biomineral tissue development;regulation of lymphocyte migration;negative regulation of response to cytokine stimulus;negative regulation of ossification;regulation of biomineral tissue development;positive regulation of endothelial cell proliferation	RNA	Endogenous	01	0.990601386142729	0
ECM2	ECM2	All Probes	RNA	Endogenous	01	0.971371640551432	0
ECPAS	ECPAS	All Probes	RNA	Endogenous	01	0.977168783417666	0
ECRG4	ECRG4	All Probes;cell aging;anaphase-promoting complex-dependent catabolic process	RNA	Endogenous	01	0.993986711173517	0
ECSCR	ECSCR	All Probes;regulation of epithelial cell apoptotic process	RNA	Endogenous	01	0.986467805651043	0
ECSIT	ECSIT	All Probes;mitochondrial respiratory chain complex assembly;regulation of oxidoreductase activity	RNA	Endogenous	01	0.949264502006491	0
ECT2	ECT2	All Probes;regulation of cytokinesis;regulation of chromosome segregation;cellular response to hydrogen peroxide;cytoskeleton-dependent cytokinesis;positive regulation of cell division;cellular response to calcium ion;activation of GTPase activity;positive regulation of nucleocytoplasmic transport;tight junction organization;cellular response to ionizing radiation	RNA	Endogenous	01	0.977481268521577	0
ECT2L	ECT2L	All Probes	RNA	Endogenous	01	0.99793700618473	0
EDA	EDA	All Probes;gene expression;odontogenesis of dentin-containing tooth;positive regulation of NIK/NF-kappaB signaling	RNA	Endogenous	01	0.988833387367889	0
EDA2R	EDA2R	All Probes;epidermis development	RNA	Endogenous	01	0.985923770280744	0
EDAR	EDAR	All Probes;odontogenesis of dentin-containing tooth;positive regulation of NIK/NF-kappaB signaling;hair cycle process;epidermis development	RNA	Endogenous	01	0.983180696714398	0
EDARADD	EDARADD	All Probes	RNA	Endogenous	01	0.98607224785206	0
EDC3	EDC3	All Probes;RNA phosphodiester bond hydrolysis, endonucleolytic;nuclear-transcribed mRNA catabolic process, exonucleolytic	RNA	Endogenous	01	0.983912439153663	0
EDC4	EDC4	All Probes;nuclear-transcribed mRNA catabolic process, exonucleolytic	RNA	Endogenous	01	0.989601556044652	0
EDDM13	EDDM13	All Probes	RNA	Endogenous	01	0.972805418028711	0
EDDM3A	EDDM3A	All Probes;multi-multicellular organism process	RNA	Endogenous	01	NULL	NaN
EDDM3B	EDDM3B	All Probes	RNA	Endogenous	01	0.982877323995394	0
EDEM1	EDEM1	All Probes;regulation of response to endoplasmic reticulum stress;ERAD pathway;IRE1-mediated unfolded protein response	RNA	Endogenous	01	0.987258785848439	0
EDEM3	EDEM3	All Probes;response to topologically incorrect protein	RNA	Endogenous	01	0.985417182618116	0
EDF1	EDF1	All Probes;endothelial cell differentiation	RNA	Endogenous	01	0.985666878775479	0
EDIL3	EDIL3	All Probes	RNA	Endogenous	01	0.48142101466678	0
EDN1	EDN1	All Probes;fatty acid derivative biosynthetic process;fluid transport;fatty acid biosynthetic process;regulation of systemic arterial blood pressure;positive regulation of response to cytokine stimulus;dorsal/ventral pattern formation;regulation of receptor biosynthetic process;middle ear morphogenesis;unsaturated fatty acid metabolic process;respiratory gaseous exchange by respiratory system;response to transforming growth factor beta;negative regulation of response to wounding;body fluid secretion;response to antineoplastic agent;positive regulation of NIK/NF-kappaB signaling;regulation of JUN kinase activity;regulation of pH;cartilage development;regulation of muscle cell apoptotic process;positive regulation of endothelial cell migration;regulation of smooth muscle contraction;ammonium transport;positive regulation of smooth muscle cell proliferation;positive regulation of animal organ morphogenesis;renal system process;regulation of coagulation;granulocyte migration;regulation of muscle adaptation;positive regulation of leukocyte chemotaxis;regulation of cell size;icosanoid metabolic process;cellular response to calcium ion;regulation of oxidoreductase activity;inositol lipid-mediated signaling;regulation of anion transport;regulation of sensory perception;response to activity;positive regulation of muscle cell differentiation;cellular response to interferon-gamma;positive regulation of lipid localization;hormone transport;positive regulation of organelle assembly;negative regulation of hormone secretion;regulation of odontogenesis;adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway;smooth muscle contraction;regulation of organ growth	RNA	Endogenous	01	0.987039780881827	0
EDN2	EDN2	All Probes;fatty acid derivative biosynthetic process;fatty acid biosynthetic process;regulation of systemic arterial blood pressure;lung alveolus development;unsaturated fatty acid metabolic process;regulation of smooth muscle contraction;granulocyte migration;positive regulation of leukocyte chemotaxis;icosanoid metabolic process;regulation of oxidoreductase activity;smooth muscle contraction	RNA	Endogenous	01	0.900394134871946	0
EDN3	EDN3	All Probes;regulation of systemic arterial blood pressure;regulation of potassium ion transport;granulocyte migration;positive regulation of leukocyte chemotaxis;melanocyte differentiation;hormone transport;neural crest cell migration;smooth muscle contraction	RNA	Endogenous	01	0.969014147936641	0
EDNRA	EDNRA	All Probes;respiratory gaseous exchange by respiratory system;activation of adenylate cyclase activity;regulation of lipase activity;adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway;smooth muscle contraction	RNA	Endogenous	01	0.974497619634331	0
EDNRB	EDNRB	All Probes;fluid transport;regulation of lyase activity;positive regulation of reproductive process;regulation of pH;renal system process;phospholipase C-activating G protein-coupled receptor signaling pathway;melanocyte differentiation;multicellular organismal response to stress;regulation of sensory perception;muscle cell differentiation;neural crest cell migration;smooth muscle contraction;regulation of acute inflammatory response	RNA	Endogenous	01	0.964128833422431	0
EDRF1	EDRF1	All Probes	RNA	Endogenous	01	0.986127522458566	0
EEA1,PLEKHG7	EEA1,PLEKHG7	All Probes	RNA	Endogenous	01	0.973756168691494	0
EED	EED	All Probes;peptidyl-lysine methylation;negative regulation of gene expression, epigenetic;spinal cord development;positive regulation of histone modification;regulation of histone methylation;cellular response to leukemia inhibitory factor;histone methylation;regulation of G0 to G1 transition	RNA	Endogenous	01	0.993657475549413	0
EEF1A2	EEF1A2	All Probes	RNA	Endogenous	01	0.992217081432737	0
EEF1AKMT1	EEF1AKMT1	All Probes;peptidyl-lysine methylation	RNA	Endogenous	01	0.977700444429026	0
EEF1AKMT2	EEF1AKMT2	All Probes;peptidyl-lysine methylation	RNA	Endogenous	01	0.984370733540171	0
EEF1AKMT3	EEF1AKMT3	All Probes;peptidyl-lysine methylation	RNA	Endogenous	01	0.966210415036736	0
EEF1AKMT4	EEF1AKMT4	All Probes	RNA	Endogenous	01	0.973748598266948	0
EEF1AKMT4-ECE2,ECE2	EEF1AKMT4-ECE2,ECE2	All Probes	RNA	Endogenous	01	0.956835036691921	0
EEF1AKNMT	EEF1AKNMT	All Probes	RNA	Endogenous	01	0.990611367011018	0
EEF1B2	EEF1B2	All Probes	RNA	Endogenous	01	0.972251293071851	0
EEF1E1-BLOC1S5,EEF1E1	EEF1E1-BLOC1S5,EEF1E1	All Probes	RNA	Endogenous	01	0.974850978990376	0
EEF1G	EEF1G	All Probes	RNA	Endogenous	01	0.954151381791767	0
EEF2K	EEF2K	All Probes;positive regulation of synapse assembly;regulation of dendritic spine development;positive regulation of endocytosis;cellular response to calcium ion;regulation of postsynapse organization;regulation of dendrite morphogenesis	RNA	Endogenous	01	0.994765589556067	0
EEF2KMT,ALG1	EEF2KMT,ALG1	All Probes	RNA	Endogenous	01	0.956056290200671	0
EEFSEC	EEFSEC	All Probes	RNA	Endogenous	01	0.978111078140303	0
EEPD1	EEPD1	All Probes	RNA	Endogenous	01	0.995705517573454	0
EFCAB1	EFCAB1	All Probes	RNA	Endogenous	01	0.966707323071588	0
EFCAB10	EFCAB10	All Probes	RNA	Endogenous	01	0.986840153966069	0
EFCAB11	EFCAB11	All Probes	RNA	Endogenous	01	0.980137714812804	0
EFCAB12	EFCAB12	All Probes	RNA	Endogenous	01	0.924529803174315	0
EFCAB13	EFCAB13	All Probes	RNA	Endogenous	01	0.991579014148487	0
EFCAB14	EFCAB14	All Probes	RNA	Endogenous	01	0.948665063793077	0
EFCAB2	EFCAB2	All Probes	RNA	Endogenous	01	0.966477815875961	0
EFCAB3	EFCAB3	All Probes	RNA	Endogenous	01	0.993151222417533	0
EFCAB5	EFCAB5	All Probes	RNA	Endogenous	01	0.990851577533664	0
EFCAB6	EFCAB6	All Probes	RNA	Endogenous	01	0.932147981692931	0
EFCAB7	EFCAB7	All Probes;positive regulation of nucleocytoplasmic transport;positive regulation of protein localization to cell periphery	RNA	Endogenous	01	0.966568289827307	0
EFCAB8	EFCAB8	All Probes	RNA	Endogenous	01	0.962669829290184	0
EFCAB9	EFCAB9	All Probes;cilium-dependent cell motility	RNA	Endogenous	01	0.984321954341644	0
EFCC1	EFCC1	All Probes	RNA	Endogenous	01	0.995086610847904	0
EFEMP1	EFEMP1	All Probes;regulation of cartilage development;ERBB signaling pathway;eye development	RNA	Endogenous	01	0.850964436192011	0
EFEMP2	EFEMP2	All Probes;extracellular matrix assembly	RNA	Endogenous	01	0.982415367634138	0
EFHB	EFHB	All Probes;negative regulation of protein binding;regulation of calcium-mediated signaling	RNA	Endogenous	01	0.962209417619376	0
EFHC1	EFHC1	All Probes;mitotic spindle organization;forebrain cell migration;cytoskeleton-dependent cytokinesis;cilium-dependent cell motility	RNA	Endogenous	01	0.990114883889415	0
EFHC2	EFHC2	All Probes;cellular response to leukemia inhibitory factor	RNA	Endogenous	01	0.925468013446166	0
EFHD1	EFHD1	All Probes	RNA	Endogenous	01	0.618990312474784	0
EFHD2	EFHD2	All Probes	RNA	Endogenous	01	0.994247705459346	0
EFL1	EFL1	All Probes;nucleoside triphosphate metabolic process;nucleoside metabolic process	RNA	Endogenous	01	0.983796155023804	0
EFNA1	EFNA1	All Probes;mesenchymal cell differentiation;negative regulation of cell morphogenesis involved in differentiation;ephrin receptor signaling pathway;substrate adhesion-dependent cell spreading;negative regulation of cellular protein catabolic process;regulation of dendritic spine development;regulation of leukocyte apoptotic process;regulation of postsynapse organization;regulation of protein tyrosine kinase activity;regulation of epithelial to mesenchymal transition;regulation of dendrite morphogenesis	RNA	Endogenous	01	0.987298451056385	0
EFNA2	EFNA2	All Probes;myeloid leukocyte differentiation;tissue remodeling;ephrin receptor signaling pathway	RNA	Endogenous	01	0.985156456020151	0
EFNA3	EFNA3	All Probes;ephrin receptor signaling pathway	RNA	Endogenous	01	0.994016394757196	0
EFNA4	EFNA4	All Probes;myeloid leukocyte differentiation;tissue remodeling;ephrin receptor signaling pathway	RNA	Endogenous	01	0.980918906042645	0
EFNA5	EFNA5	All Probes;regulation of cell junction assembly;negative regulation of cell morphogenesis involved in differentiation;positive regulation of synapse assembly;negative regulation of cell-substrate adhesion;cellular response to alcohol;positive regulation of axonogenesis;cellular response to ketone;ephrin receptor signaling pathway;developmental growth involved in morphogenesis;cell growth	RNA	Endogenous	01	0.928267875053192	0
EFNB1	EFNB1	All Probes;lymphocyte costimulation;ephrin receptor signaling pathway;neural crest cell migration;positive regulation of T cell proliferation;embryonic pattern specification	RNA	Endogenous	01	0.977387705712789	0
EFNB2	EFNB2	All Probes;lymphocyte costimulation;entry into host cell;regulation of receptor-mediated endocytosis;epithelial cell migration;ephrin receptor signaling pathway;blood vessel morphogenesis;positive regulation of neuron death;positive regulation of muscle cell differentiation	RNA	Endogenous	01	0.980275367194202	0
EFNB3	EFNB3	All Probes;negative regulation of cell morphogenesis involved in differentiation;lymphocyte costimulation;entry into host cell;neuron recognition;ephrin receptor signaling pathway;adult locomotory behavior	RNA	Endogenous	01	0.980462561218503	0
EFR3A	EFR3A	All Probes;lipid phosphorylation	RNA	Endogenous	01	0.98162815163733	0
EFR3B	EFR3B	All Probes;lipid phosphorylation	RNA	Endogenous	01	0.984915507026042	0
EFS	EFS	All Probes	RNA	Endogenous	01	0.990859880230027	0
EFTUD2	EFTUD2	All Probes	RNA	Endogenous	01	0.975485140245891	0
EGF	EGF	All Probes;regulation of neural precursor cell proliferation;regulation of ERBB signaling pathway;regulation of receptor-mediated endocytosis;regulation of calcium ion import;ERBB signaling pathway;canonical Wnt signaling pathway;positive regulation of ubiquitin-dependent protein catabolic process;regulation of carbohydrate biosynthetic process;positive regulation of endocytosis;regulation of protein tyrosine kinase activity;regulation of Notch signaling pathway;activation of MAPKK activity	RNA	Endogenous	01	0.988308551963695	0
EGFL6	EGFL6	All Probes	RNA	Endogenous	01	0.993685636991953	0
EGFL7	EGFL7	All Probes;positive regulation of endothelial cell proliferation;regulation of Notch signaling pathway	RNA	Endogenous	01	0.966872962951182	0
EGFL8	EGFL8	All Probes	RNA	Endogenous	01	0.94046792933735	0
EGFLAM	EGFLAM	All Probes;dendrite development;chondroitin sulfate metabolic process;peptide cross-linking	RNA	Endogenous	01	0.963850121480784	0
EGFR	EGFR	All Probes;regulation of ERBB signaling pathway;forebrain cell migration;entry into host cell;cellular response to ketone;regulation of protein localization to plasma membrane;response to osmotic stress;response to antineoplastic agent;antibiotic metabolic process;positive regulation of NIK/NF-kappaB signaling;ERBB signaling pathway;positive regulation of cell cycle phase transition;cellular response to mechanical stimulus;regulation of fibroblast proliferation;wound healing;positive regulation of smooth muscle cell proliferation;positive regulation of peptidyl-serine phosphorylation;lung development;response to cadmium ion;liver development;protein insertion into membrane;terpenoid metabolic process;positive regulation of response to DNA damage stimulus;regulation of cyclin-dependent protein kinase activity;regulation of oxidoreductase activity;positive regulation of peptide hormone secretion;regulation of synaptic transmission, glutamatergic;regulation of gene silencing by RNA;regulation of lipase activity;positive regulation of DNA replication;hair cycle process;regulation of Notch signaling pathway;regulation of posttranscriptional gene silencing;activation of MAPKK activity;positive regulation of protein localization to cell periphery	RNA	Endogenous	01	0.86605441533626	0
EGLN1	EGLN1	All Probes;response to bronchodilator;peptidyl-proline modification;regulation of transcription from RNA polymerase II promoter in response to hypoxia	RNA	Endogenous	01	0.992498903082029	0
EGLN2,RAB4B-EGLN2	EGLN2,RAB4B-EGLN2	All Probes	RNA	Endogenous	01	0.98713941705879	0
EGLN3	EGLN3	All Probes;peptidyl-proline modification;regulation of transcription from RNA polymerase II promoter in response to hypoxia;activation of cysteine-type endopeptidase activity involved in apoptotic process	RNA	Endogenous	01	0.867089091574839	0
EGR1	EGR1	All Probes;BMP signaling pathway;response to antineoplastic agent;regulation of steroid biosynthetic process;regulation of interleukin-1 production;interleukin-1-mediated signaling pathway;type I interferon signaling pathway;positive regulation of neuron death;regulation of transcription from RNA polymerase II promoter in response to hypoxia;skeletal muscle cell differentiation;positive regulation of cytokine biosynthetic process;cellular response to ionizing radiation	RNA	Endogenous	01	0.978363204327582	0
EGR2	EGR2	All Probes;segmentation;glial cell differentiation;protein sumoylation;axon ensheathment;protein export from nucleus;skeletal muscle cell differentiation;fat cell differentiation;regulation of neuronal synaptic plasticity	RNA	Endogenous	01	0.978716874557349	0
EGR3	EGR3	All Probes;response to fibroblast growth factor;epithelial cell migration;regulation of T cell differentiation in thymus;positive regulation of lymphocyte differentiation;positive regulation of endothelial cell proliferation	RNA	Endogenous	01	0.984203246623435	0
EGR4	EGR4	All Probes	RNA	Endogenous	01	0.923364439291374	0
EHBP1	EHBP1	All Probes	RNA	Endogenous	01	0.978865128855678	0
EHBP1L1	EHBP1L1	All Probes	RNA	Endogenous	01	0.982742654163203	0
EHD1	EHD1	All Probes;plasma lipoprotein particle clearance;protein localization to cilium;endocytic recycling;positive regulation of muscle cell differentiation;positive regulation of lipid localization;regulation of myotube differentiation;sterol homeostasis	RNA	Endogenous	01	0.972942078717262	0
EHD2	EHD2	All Probes;endocytic recycling;positive regulation of muscle cell differentiation;regulation of myotube differentiation;cortical cytoskeleton organization;plasma membrane organization	RNA	Endogenous	01	0.988473585879533	0
EHD3	EHD3	All Probes;post-Golgi vesicle-mediated transport;regulation of striated muscle contraction;endocytic recycling;retrograde transport, endosome to Golgi;lysosomal transport;regulation of calcium ion transmembrane transporter activity	RNA	Endogenous	01	0.985215460264599	0
EHD4	EHD4	All Probes;endocytic recycling	RNA	Endogenous	01	0.946912723161968	0
EHF	EHF	All Probes;epithelial cell proliferation	RNA	Endogenous	01	0.758404859840989	0
EHHADH	EHHADH	All Probes;peroxisome organization;lipid oxidation;fatty acid catabolic process	RNA	Endogenous	01	0.992225403314514	0
EHMT1	EHMT1	All Probes;peptidyl-lysine methylation;DNA modification;positive regulation of cold-induced thermogenesis;histone methylation;regulation of G0 to G1 transition	RNA	Endogenous	01	0.972150246345327	0
EHMT2	EHMT2	All Probes;peptidyl-lysine methylation;DNA modification;histone methylation;regulation of G0 to G1 transition	RNA	Endogenous	01	0.976975040253999	0
EI24	EI24	All Probes;macroautophagy	RNA	Endogenous	01	0.980986140790775	0
EID1	EID1	All Probes;regulation of protein acetylation	RNA	Endogenous	01	0.977074652191009	0
EID2	EID2	All Probes;negative regulation of cellular response to transforming growth factor beta stimulus	RNA	Endogenous	01	0.958078563783853	0
EID2B	EID2B	All Probes;regulation of myoblast differentiation	RNA	Endogenous	01	0.951589586060672	0
EID3	EID3	All Probes;positive regulation of response to DNA damage stimulus	RNA	Endogenous	01	0.986202895704578	0
EIF1	EIF1	All Probes;regulation of translational initiation	RNA	Endogenous	01	0.928620566786354	0
EIF1AD	EIF1AD	All Probes	RNA	Endogenous	01	0.969051038367787	0
EIF1AX	EIF1AX	All Probes	RNA	Endogenous	01	0.931113232330882	0
EIF1AY	EIF1AY	All Probes	RNA	Endogenous	01	0.973840310647454	0
EIF1B	EIF1B	All Probes;regulation of translational initiation	RNA	Endogenous	01	0.991682985988292	0
EIF2A	EIF2A	All Probes;ER-nucleus signaling pathway	RNA	Endogenous	01	NULL	NaN
EIF2AK1	EIF2AK1	All Probes;myeloid leukocyte differentiation;regulation of translational initiation;acute inflammatory response;tetrapyrrole metabolic process;phagocytosis;iron ion homeostasis	RNA	Endogenous	01	0.962272776118398	0
EIF2AK2	EIF2AK2	All Probes;negative regulation of viral process;modification of morphology or physiology of other organism involved in symbiotic interaction;regulation of translational initiation;positive regulation of NIK/NF-kappaB signaling;regulation of hematopoietic progenitor cell differentiation;regulation of viral genome replication;activation of MAPKK activity	RNA	Endogenous	01	0.98440446991767	0
EIF2AK3	EIF2AK3	All Probes;regulation of translational initiation;biomineral tissue development;regulation of transcription by RNA polymerase I;endoplasmic reticulum organization;ER-nucleus signaling pathway;regulation of response to endoplasmic reticulum stress;cellular response to glucose starvation;activation of cysteine-type endopeptidase activity involved in apoptotic process	RNA	Endogenous	01	0.949437015757326	0
EIF2AK4	EIF2AK4	All Probes;negative regulation of viral process;modification of morphology or physiology of other organism involved in symbiotic interaction;regulation of translational initiation;DNA integrity checkpoint;positive regulation of adaptive immune response;regulation of defense response to virus;developmental growth involved in morphogenesis;lymphocyte activation involved in immune response;cellular response to light stimulus;cell growth;regulation of viral genome replication;regulation of behavior	RNA	Endogenous	01	0.981928570592089	0
EIF2B1	EIF2B1	All Probes;regulation of translational initiation;glial cell development	RNA	Endogenous	01	NA	0
EIF2B2	EIF2B2	All Probes;regulation of translational initiation;axon ensheathment;glial cell development;ovarian follicle development	RNA	Endogenous	01	0.992040059195991	0
EIF2B3	EIF2B3	All Probes;hippocampus development;glial cell development	RNA	Endogenous	01	0.982900253097802	0
EIF2B4	EIF2B4	All Probes;axon ensheathment;glial cell development;ovarian follicle development	RNA	Endogenous	01	0.992809417955364	0
EIF2B5	EIF2B5	All Probes;regulation of translational initiation;glial cell differentiation;axon ensheathment;hippocampus development;glial cell development;ovarian follicle development	RNA	Endogenous	01	0.940362546277086	0
EIF2D	EIF2D	All Probes;organelle disassembly	RNA	Endogenous	01	0.992892688133155	0
EIF2S1	EIF2S1	All Probes;regulation of translational initiation;ER-nucleus signaling pathway;regulation of epithelial cell apoptotic process;cellular response to light stimulus;negative regulation of protein binding;positive regulation of neuron death;cellular response to heat	RNA	Endogenous	01	0.961431305586612	0
EIF2S2	EIF2S2	All Probes;male gonad development	RNA	Endogenous	01	0.987916572516032	0
EIF2S3B,EIF2S3	EIF2S3B,EIF2S3	All Probes	RNA	Endogenous	01	NA	0
EIF3A	EIF3A	All Probes;negative regulation of ERK1 and ERK2 cascade	RNA	Endogenous	01	0.980630964941176	0
EIF3B	EIF3B	All Probes;regulation of translational initiation	RNA	Endogenous	01	0.94860678225264	0
EIF3C,EIF3CL	EIF3C,EIF3CL	All Probes	RNA	Endogenous	01	0.976698410830177	0
EIF3D	EIF3D	All Probes	RNA	Endogenous	01	0.969779083863314	0
EIF3E	EIF3E	All Probes;regulation of translational initiation	RNA	Endogenous	01	0.995152462420278	0
EIF3F	EIF3F	All Probes	RNA	Endogenous	01	0.965330756815196	0
EIF3G	EIF3G	All Probes	RNA	Endogenous	01	0.981277894184906	0
EIF3H	EIF3H	All Probes;regulation of translational initiation	RNA	Endogenous	01	0.978468419879145	0
EIF3I	EIF3I	All Probes	RNA	Endogenous	01	0.97627056865101	0
EIF3J	EIF3J	All Probes	RNA	Endogenous	01	0.973180784129391	0
EIF3K	EIF3K	All Probes;regulation of translational initiation	RNA	Endogenous	01	0.970985050813457	0
EIF3L	EIF3L	All Probes	RNA	Endogenous	01	0.977060202431168	0
EIF3M	EIF3M	All Probes	RNA	Endogenous	01	0.98813462722291	0
EIF4A2	EIF4A2	All Probes;regulation of translational initiation;cellular response to leukemia inhibitory factor	RNA	Endogenous	01	0.967228915480998	0
EIF4A3	EIF4A3	All Probes;negative regulation of synaptic transmission;associative learning;mRNA 3'-end processing;mRNA export from nucleus;embryonic skeletal system morphogenesis	RNA	Endogenous	01	0.991324517282288	0
EIF4B	EIF4B	All Probes;regulation of translational initiation	RNA	Endogenous	01	0.879393687984997	0
EIF4E	EIF4E	All Probes;cellular response to ketone;response to antineoplastic agent;negative regulation of autophagy;lung development;multicellular organismal response to stress;mRNA export from nucleus;cell cycle G1/S phase transition	RNA	Endogenous	01	0.97519739731497	0
EIF4E1B	EIF4E1B	All Probes	RNA	Endogenous	01	0.980459024672696	0
EIF4E2	EIF4E2	All Probes	RNA	Endogenous	01	0.98241008499385	0
EIF4E3	EIF4E3	All Probes	RNA	Endogenous	01	0.990310628884049	0
EIF4EBP1	EIF4EBP1	All Probes;regulation of translational initiation;insulin receptor signaling pathway;cellular response to ketone;response to antineoplastic agent;lung development;cell cycle G1/S phase transition	RNA	Endogenous	01	NA	0
EIF4EBP2	EIF4EBP2	All Probes;regulation of translational initiation;insulin receptor signaling pathway;multi-organism behavior	RNA	Endogenous	01	0.985452766271228	0
EIF4EBP3	EIF4EBP3	All Probes;regulation of translational initiation	RNA	Endogenous	01	0.967632885677545	0
EIF4ENIF1	EIF4ENIF1	All Probes	RNA	Endogenous	01	0.98562977320832	0
EIF4G1	EIF4G1	All Probes;regulation of translational initiation;negative regulation of autophagy;positive regulation of cell cycle phase transition;positive regulation of peptidyl-serine phosphorylation;multicellular organismal response to stress;regulation of gene silencing by RNA;regulation of posttranscriptional gene silencing	RNA	Endogenous	01	0.976529913562591	0
EIF4G2	EIF4G2	All Probes;regulation of translational initiation;negative regulation of autophagy	RNA	Endogenous	01	0.96810135325691	0
EIF4G3	EIF4G3	All Probes;regulation of translational initiation;negative regulation of autophagy	RNA	Endogenous	01	0.980108399966225	0
EIF4H	EIF4H	All Probes;regulation of translational initiation	RNA	Endogenous	01	0.994669620562878	0
EIF5	EIF5	All Probes;regulation of translational initiation	RNA	Endogenous	01	0.974987652864284	0
EIF5A	EIF5A	All Probes;protein export from nucleus;mRNA export from nucleus	RNA	Endogenous	01	0.987750445789362	0
EIF5A2	EIF5A2	All Probes	RNA	Endogenous	01	0.986464186485319	0
EIF5AL1	EIF5AL1	All Probes	RNA	Endogenous	01	0.974054306076331	0
EIF5B	EIF5B	All Probes;regulation of translational initiation	RNA	Endogenous	01	0.980910823960524	0
EIF6	EIF6	All Probes;gene silencing by RNA;regulation of carbohydrate catabolic process;cellular component biogenesis;regulation of fatty acid metabolic process;protein export from nucleus	RNA	Endogenous	01	0.99429804319667	0
EIPR1	EIPR1	All Probes	RNA	Endogenous	01	0.989320268586066	0
ELAC1	ELAC1	All Probes;RNA phosphodiester bond hydrolysis, endonucleolytic	RNA	Endogenous	01	0.978166236915709	0
ELAC2	ELAC2	All Probes;gene expression;mitochondrial RNA metabolic process;RNA phosphodiester bond hydrolysis, endonucleolytic	RNA	Endogenous	01	0.923643386268487	0
ELANE	ELANE	All Probes;inflammatory response to antigenic stimulus;modification of morphology or physiology of other organism involved in symbiotic interaction;leukocyte mediated immunity;antimicrobial humoral response;acute inflammatory response;phagocytosis;cell killing;positive regulation of smooth muscle cell proliferation;extracellular matrix disassembly;positive regulation of cytokine biosynthetic process	RNA	Endogenous	01	0.953271729779988	0
ELAVL1	ELAVL1	All Probes;regulation of stem cell population maintenance;negative regulation of mRNA metabolic process;regulation of gene silencing by RNA;regulation of posttranscriptional gene silencing	RNA	Endogenous	01	0.977242659184665	0
ELAVL2	ELAVL2	All Probes	RNA	Endogenous	01	0.980789274383601	0
ELAVL3	ELAVL3	All Probes	RNA	Endogenous	01	NA	0
ELAVL4	ELAVL4	All Probes	RNA	Endogenous	01	0.97821122203144	0
ELF1	ELF1	All Probes;regulation of antigen receptor-mediated signaling pathway	RNA	Endogenous	01	0.986819667191305	0
ELF2	ELF2	All Probes;regulation of antigen receptor-mediated signaling pathway	RNA	Endogenous	01	0.9924003041094	0
ELF3	ELF3	All Probes;tissue remodeling;regulation of Notch signaling pathway;epidermis development	RNA	Endogenous	01	0.986436524688485	0
ELF4	ELF4	All Probes;leukocyte proliferation	RNA	Endogenous	01	0.970548471541982	0
ELF5	ELF5	All Probes;somatic stem cell population maintenance	RNA	Endogenous	01	0.857466752707517	0
ELFN1	ELFN1	All Probes;negative regulation of protein dephosphorylation;negative regulation of phosphatase activity	RNA	Endogenous	01	0.967513553679292	0
ELFN2	ELFN2	All Probes;negative regulation of protein dephosphorylation;negative regulation of phosphatase activity	RNA	Endogenous	01	0.989103471421959	0
ELK1	ELK1	All Probes;response to fibroblast growth factor;cellular response to ketone;positive regulation of neuron death;cellular response to ionizing radiation	RNA	Endogenous	01	0.972921005290678	0
ELK3	ELK3	All Probes;wound healing	RNA	Endogenous	01	0.950413289940418	0
ELK4	ELK4	All Probes;macromolecule deacylation	RNA	Endogenous	01	0.243151614953123	0
ELL	ELL	All Probes;DNA-templated transcription, elongation;regulation of DNA-templated transcription, elongation;transcription by RNA polymerase III;regulation of transcription by RNA polymerase III;ncRNA transcription;negative regulation of phosphatase activity	RNA	Endogenous	01	0.982795180480822	0
ELL2	ELL2	All Probes;DNA-templated transcription, elongation;ncRNA transcription	RNA	Endogenous	01	0.958566587848581	0
ELL3,PDIA3	ELL3,PDIA3	All Probes	RNA	Endogenous	01	0.985081497922795	0
ELMO1	ELMO1	All Probes;membrane invagination;Fc-gamma receptor signaling pathway	RNA	Endogenous	01	0.986569611463095	0
ELMO2	ELMO2	All Probes;Fc-gamma receptor signaling pathway	RNA	Endogenous	01	0.962580863060282	0
ELMO3	ELMO3	All Probes;phagocytosis	RNA	Endogenous	01	0.973513417680699	0
ELMOD1	ELMOD1	All Probes	RNA	Endogenous	01	0.989765318529997	0
ELMOD2	ELMOD2	All Probes;regulation of defense response to virus	RNA	Endogenous	01	0.984802783168246	0
ELMOD3	ELMOD3	All Probes	RNA	Endogenous	01	0.997270962117937	0
ELMSAN1	ELMSAN1	All Probes	RNA	Endogenous	01	0.979589259548694	0
ELN	ELN	All Probes;striated muscle tissue development;respiratory gaseous exchange by respiratory system;actin filament bundle organization	RNA	Endogenous	01	0.965269207770541	0
